architecture,traffic_type,traffic_variant,trace_file,seed,x_size,y_size,block_w,block_h,dense_threshold,link_width,link_ready_policy,injection_cycles,total_cycles,offered_events_per_cycle,generated_events,delivered_events,capture_loss,transport_loss,undrained_events,total_loss,event_loss_rate,logical_packets,sparse_packets,dense_packets,events_in_sparse_packets,events_in_dense_packets,logical_bits,physical_link_beats,physical_bits,logical_bits_per_event,physical_bits_per_event,events_per_physical_beat,events_per_physical_bit,throughput_events_per_cycle,delivered_during_injection,average_latency,maximum_latency,p50_latency,p95_latency,p99_latency,link_active_cycles,link_stall_cycles,link_utilization,cycles_dense_eligible,average_dense_occupancy,minimum_dense_occupancy,maximum_dense_occupancy,dense_occ_0,dense_occ_1,dense_occ_2,dense_occ_3,dense_occ_4,dense_occ_5,dense_occ_6,dense_occ_7,dense_occ_8,dense_occ_9,dense_occ_10,dense_occ_11,dense_occ_12,dense_occ_13,dense_occ_14,dense_occ_15,dense_occ_16,baseline_payload_bits,adaptive_sparse_payload_bits,dense_payload_bits,baseline_frame_bits,adaptive_sparse_frame_bits,dense_frame_bits,baseline_physical_bits_per_packet,adaptive_sparse_physical_bits_per_packet,dense_physical_bits_per_packet,notes
adaptive_link,uniform,rate0p1,traces/generated/stage2/uniform_stage4_rate0.10_rate0p100_seed1_ack0.trace,1,16,16,4,4,3,16,always,5000,5000,0.10000000,487,487,0,0,0,0,0.00000000,487,487,0,487,0,8766,974,15584,18.000000,32.000000,0.50000000,0.0312500000,0.09740000,487,4.110883,7,4,5,5,974,0,0.19480000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=487;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=487;stall_period=5;stall_cycles=1;random_stall_percent=20
