architecture,traffic_type,traffic_variant,trace_file,seed,x_size,y_size,block_w,block_h,dense_threshold,link_width,link_ready_policy,injection_cycles,total_cycles,offered_events_per_cycle,generated_events,delivered_events,capture_loss,transport_loss,undrained_events,total_loss,event_loss_rate,logical_packets,sparse_packets,dense_packets,events_in_sparse_packets,events_in_dense_packets,logical_bits,physical_link_beats,physical_bits,logical_bits_per_event,physical_bits_per_event,events_per_physical_beat,events_per_physical_bit,throughput_events_per_cycle,delivered_during_injection,average_latency,maximum_latency,p50_latency,p95_latency,p99_latency,link_active_cycles,link_stall_cycles,link_utilization,cycles_dense_eligible,average_dense_occupancy,minimum_dense_occupancy,maximum_dense_occupancy,dense_occ_0,dense_occ_1,dense_occ_2,dense_occ_3,dense_occ_4,dense_occ_5,dense_occ_6,dense_occ_7,dense_occ_8,dense_occ_9,dense_occ_10,dense_occ_11,dense_occ_12,dense_occ_13,dense_occ_14,dense_occ_15,dense_occ_16,baseline_payload_bits,adaptive_sparse_payload_bits,dense_payload_bits,baseline_frame_bits,adaptive_sparse_frame_bits,dense_frame_bits,baseline_physical_bits_per_packet,adaptive_sparse_physical_bits_per_packet,dense_physical_bits_per_packet,notes,result_file
adaptive_link,locality,stage4_region4x4_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/locality_stage4_region4x4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,6,16,always,5000,5005,0.19760000,988,983,5,0,0,5,0.00506073,983,983,0,983,0,17694,1966,31456,18.000000,32.000000,0.50000000,0.0312500000,0.19640360,981,4.282808,9,4,5,7,1966,0,0.39280719,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=983;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_locality_region4x4_adaptive_l16_t6_always.csv
adaptive_link,uniform,stage4_rate0.80,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,8,16,always,5000,5106,0.80200000,4010,3095,915,0,0,915,0.22817955,2510,2427,83,2427,668,47421,5103,81648,15.321809,26.380614,0.60650598,0.0379066236,0.60614963,3035,95.692084,803,62,302,488,5103,0,0.99941246,126,8.048193,8,10,0,0,0,0,0,0,0,0,80,2,1,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=3095;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=4010;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p80_adaptive_l16_t8_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,8,16,always,5000,5005,0.40600000,2030,1972,58,0,0,58,0.02857143,1972,1972,0,1972,0,35496,3944,63104,18.000000,32.000000,0.50000000,0.0312500000,0.39400599,1970,5.532961,30,5,10,17,3944,0,0.78801199,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1972;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p40_adaptive_l16_t8_always.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,8,16,always,5000,5000,0.20640000,1032,786,246,0,0,246,0.23837209,308,240,68,240,546,7380,684,10944,9.389313,13.923664,1.14912281,0.0718201754,0.15720000,786,47.643766,252,37,127,214,684,0,0.13680000,136,8.029412,8,9,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=786;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate2.0_dur500_adaptive_l16_t8_always.csv
adaptive_link,locality,stage4_region4x4_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/locality_stage4_region4x4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,8,16,always,5000,5005,0.19760000,988,983,5,0,0,5,0.00506073,983,983,0,983,0,17694,1966,31456,18.000000,32.000000,0.50000000,0.0312500000,0.19640360,981,4.282808,9,4,5,7,1966,0,0.39280719,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=983;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_locality_region4x4_adaptive_l16_t8_always.csv
baseline_link,uniform,stage4_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5006,0.40040000,2002,1948,54,0,0,54,0.02697303,1948,1948,0,1948,0,33116,3896,62336,17.000000,32.000000,0.50000000,0.0312500000,0.38913304,1945,19.937885,208,13,61,128,4858,962,0.77826608,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1948;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p40_baseline_l16_t5_periodic_s1_p5.csv
adaptive_link,uniform,stage4_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5010,0.40040000,2002,1953,49,0,0,49,0.02447552,1949,1948,1,1948,5,35109,3899,62384,17.976959,31.942652,0.50089767,0.0313061041,0.38982036,1949,19.024578,181,12,58,107,4862,963,0.77824351,3,5.000000,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1953;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p40_adaptive_l16_t5_periodic_s1_p5.csv
baseline_link,hotspot,stage4_4x4_p80_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5008,0.40600000,2030,1874,156,0,0,156,0.07684729,1874,1874,0,1874,0,31858,3748,59968,17.000000,32.000000,0.50000000,0.0312500000,0.37420128,1871,9.557631,82,7,23,37,4655,907,0.74840256,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1874;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p40_baseline_l16_t5_periodic_s1_p5.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5008,0.40600000,2030,1874,156,0,0,156,0.07684729,1874,1874,0,1874,0,33732,3748,59968,18.000000,32.000000,0.50000000,0.0312500000,0.37420128,1871,9.557631,82,7,23,37,4655,907,0.74840256,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1874;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p40_adaptive_l16_t5_periodic_s1_p5.csv
baseline_link,burst,stage4_burst_rate2.0_dur500,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5000,0.20640000,1032,431,601,0,0,601,0.58236434,431,431,0,431,0,7327,862,13792,17.000000,32.000000,0.50000000,0.0312500000,0.08620000,431,302.517401,968,277,765,903,1073,211,0.17240000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=431;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate2.0_dur500_baseline_l16_t5_periodic_s1_p5.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5000,0.20640000,1032,855,177,0,0,177,0.17151163,206,77,129,77,778,7191,541,8656,8.410526,10.123977,1.58040665,0.0987754159,0.17100000,855,34.078363,115,28,81,105,672,131,0.10820000,472,6.031008,5,10,0,0,0,0,0,51,36,32,8,1,1,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=855;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate2.0_dur500_adaptive_l16_t5_periodic_s1_p5.csv
