architecture,traffic_type,traffic_variant,trace_file,seed,x_size,y_size,block_w,block_h,dense_threshold,link_width,link_ready_policy,injection_cycles,total_cycles,offered_events_per_cycle,generated_events,delivered_events,capture_loss,transport_loss,undrained_events,total_loss,event_loss_rate,logical_packets,sparse_packets,dense_packets,events_in_sparse_packets,events_in_dense_packets,logical_bits,physical_link_beats,physical_bits,logical_bits_per_event,physical_bits_per_event,events_per_physical_beat,events_per_physical_bit,throughput_events_per_cycle,delivered_during_injection,average_latency,maximum_latency,p50_latency,p95_latency,p99_latency,link_active_cycles,link_stall_cycles,link_utilization,cycles_dense_eligible,average_dense_occupancy,minimum_dense_occupancy,maximum_dense_occupancy,dense_occ_0,dense_occ_1,dense_occ_2,dense_occ_3,dense_occ_4,dense_occ_5,dense_occ_6,dense_occ_7,dense_occ_8,dense_occ_9,dense_occ_10,dense_occ_11,dense_occ_12,dense_occ_13,dense_occ_14,dense_occ_15,dense_occ_16,baseline_payload_bits,adaptive_sparse_payload_bits,dense_payload_bits,baseline_frame_bits,adaptive_sparse_frame_bits,dense_frame_bits,baseline_physical_bits_per_packet,adaptive_sparse_physical_bits_per_packet,dense_physical_bits_per_packet,notes,result_file
adaptive_link,locality,stage4_region2x2_rate0.20,/home/yewon/SCA_AER/traces/generated/stage2/locality_stage4_region2x2_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.19760000,988,975,13,0,0,13,0.01315789,975,975,0,975,0,17550,1950,31200,18.000000,32.000000,0.50000000,0.0312500000,0.19480519,973,4.258462,8,4,5,7,1950,0,0.38961039,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=975;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_locality_region2x2_adaptive_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,8,always,5000,5052,0.40040000,2002,1879,123,0,0,123,0.06143856,965,251,714,251,1628,36648,5037,40296,19.503991,21.445450,0.37303951,0.0466299385,0.37193191,1865,49.958489,217,48,94,119,5037,0,0.99703088,530,2.280112,1,7,0,217,222,178,63,25,7,2,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,24,24,48,captured_events=1879;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_uniform_rate0p40_adaptive_l8_t5_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,8,always,5000,5019,0.40600000,2030,1652,378,0,0,378,0.18620690,1643,1640,3,1640,12,29655,4938,39504,17.950969,23.912833,0.33454840,0.0418185500,0.32914923,1645,17.946126,125,13,50,81,4938,0,0.98386133,5,4.000000,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,24,24,48,captured_events=1652;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_hotspot_rate0p40_adaptive_l8_t5_always.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/yewon/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,8,always,5000,5000,0.20640000,1032,743,289,0,0,289,0.28003876,135,40,95,40,703,4995,690,5520,6.722746,7.429341,1.07681159,0.1346014493,0.14860000,743,60.220727,110,64,100,103,690,0,0.13800000,549,7.400000,1,12,0,1,4,1,4,7,14,15,16,14,13,5,1,0,0,0,0,9,10,37,17,18,45,24,24,48,captured_events=743;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_burst_rate2.0_dur500_adaptive_l8_t5_always.csv
adaptive_link,locality,stage4_region4x4_rate0.20,/home/yewon/SCA_AER/traces/generated/stage2/locality_stage4_region4x4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,8,always,5000,5007,0.19760000,988,970,18,0,0,18,0.01821862,970,970,0,970,0,17460,2910,23280,18.000000,24.000000,0.33333333,0.0416666667,0.19372878,968,6.226804,23,5,10,16,2910,0,0.58118634,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,24,24,48,captured_events=970;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_locality_region4x4_adaptive_l8_t5_always.csv
adaptive_link,uniform,stage4_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,32,always,5000,5003,0.40040000,2002,2002,0,0,0,0,0.00000000,2002,2002,0,2002,0,36036,2002,64064,18.000000,32.000000,1.00000000,0.0312500000,0.40015990,2000,3.000000,3,3,3,3,2002,0,0.40015990,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,64,captured_events=2002;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_uniform_rate0p40_adaptive_l32_t5_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,32,always,5000,5003,0.40600000,2030,2030,0,0,0,0,0.00000000,2030,2030,0,2030,0,36540,2030,64960,18.000000,32.000000,1.00000000,0.0312500000,0.40575655,2028,3.000000,3,3,3,3,2030,0,0.40575655,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,64,captured_events=2030;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_hotspot_rate0p40_adaptive_l32_t5_always.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/yewon/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,32,always,5000,5000,0.20640000,1032,923,109,0,0,109,0.10562016,303,51,252,51,872,12258,555,17760,13.280607,19.241603,1.66306306,0.0519707207,0.18460000,923,19.252438,35,20,33,35,555,0,0.11100000,388,3.460317,1,9,0,33,45,55,56,35,15,10,2,1,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,64,captured_events=923;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_burst_rate2.0_dur500_adaptive_l32_t5_always.csv
adaptive_link,locality,stage4_region4x4_rate0.20,/home/yewon/SCA_AER/traces/generated/stage2/locality_stage4_region4x4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,32,always,5000,5003,0.19760000,988,988,0,0,0,0,0.00000000,988,988,0,988,0,17784,988,31616,18.000000,32.000000,1.00000000,0.0312500000,0.19748151,986,3.000000,3,3,3,3,988,0,0.19748151,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,64,captured_events=988;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_locality_region4x4_adaptive_l32_t5_always.csv
adaptive_link,uniform,stage4_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5006,0.40040000,2002,1969,33,0,0,33,0.01648352,1898,1812,86,1812,157,36486,3882,62112,18.530218,31.544947,0.50721278,0.0317007986,0.39332801,1967,16.651092,159,11,48,80,4838,956,0.77546944,81,1.825581,1,5,0,40,29,12,2,3,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1969;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_uniform_rate0p40_adaptive_l16_t5_periodic_s1_p5.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/yewon/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5008,0.40600000,2030,1874,156,0,0,156,0.07684729,1874,1874,0,1874,0,33732,3748,59968,18.000000,32.000000,0.50000000,0.0312500000,0.37420128,1871,9.557631,82,7,23,37,4655,907,0.74840256,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1874;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_hotspot_rate0p40_adaptive_l16_t5_periodic_s1_p5.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/yewon/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,periodic,5000,5000,0.20640000,1032,829,203,0,0,203,0.19670543,184,40,144,40,789,7200,512,8192,8.685163,9.881785,1.61914062,0.1011962891,0.16580000,829,37.332931,75,39,63,65,636,124,0.10240000,523,5.479167,1,12,0,5,10,10,20,29,24,23,11,8,1,2,1,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=829;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4_model2/stage4_burst_rate2.0_dur500_adaptive_l16_t5_periodic_s1_p5.csv
